probe_id	orf_id	wormbase_id	gene_symbol
cea2.i.04226	T02G6.6	WBGene00011389	
cea2.i.04966	T28F2.1	WBGene00020900	
cea2.i.05134	W02D3.10	WBGene00020935	fnci-1
cea2.i.05828	Y37H9A.6	WBGene00003581	ndx-4
cea2.i.06881	Y6B3B.3	WBGene00012388	
cea2.i.07045	Y71F9AL.5	WBGene00001791	gst-43
cea2.i.08122	B0228.8	WBGene00015065	
cea2.i.08214	B0304.5	WBGene00005058	sra-32
cea2.i.08988	C09H10.1	WBGene00004455	rpl-42
cea2.i.09066	C16C4.16	WBGene00015840	math-11
cea2.i.09731	C32B5.3	WBGene00016296	fbxc-16
cea2.i.09844	C34C6.1	WBGene00005172	srg-15
cea2.i.10595	F02E11.3	WBGene00017181	
cea2.i.11506	F19H8.2	WBGene00008963	
cea2.i.11563	F23F1.4	WBGene00017745	
cea2.i.12236	F40H3.3	WBGene00018251	
cea2.i.12304	F41C3.1	WBGene00018267	
cea2.i.12901	F53C3.1	WBGene00018745	
cea2.i.13021	F54B3.2	WBGene00010014	
cea2.i.13738	K05F6.1	WBGene00019412	fbxb-49
cea2.i.13845	K07C10.1	WBGene00004227	ptr-13
cea2.i.14666	R09D1.3	WBGene00011159	chil-17
cea2.i.14753	R52.1	WBGene00020073	sdz-28
cea2.i.15448	T13B5.7	WBGene00020474	lips-13
cea2.i.15542	T16A1.2	WBGene00020533	
cea2.i.16338	W10G11.11	WBGene00021141	clec-134
cea2.i.17130	Y49F6C.6	WBGene00021728	
cea2.i.17200	Y51H7C.12	WBGene00021790	
cea2.i.17818	ZK1290.7	WBGene00022889	
cea2.i.17897	ZK355.1	WBGene00022711	irld-63
cea2.i.18769	C23G10.10	WBGene00016016	
cea2.i.18857	C29F9.13	WBGene00016227	nhr-280
cea2.i.19572	F40H6.5	WBGene00018255	
cea2.i.19741	F53A2.5	WBGene00001092	dro-1
cea2.i.20814	T16H12.8	WBGene00011816	srt-55
cea2.i.20907	T20H9.1	WBGene00020637	fbxa-7
cea2.i.21812	Y47D3A.1	WBGene00012922	
cea2.i.21932	Y49E10.25	WBGene00013044	
cea2.i.22710	ZC21.8	WBGene00022507	
cea2.i.22830	ZK112.5	WBGene00022661	
cea2.i.23440	C09B9.1	WBGene00015626	
cea2.i.23535	C09G9.7	WBGene00007496	npax-4
cea2.i.24284	C42D4.13	WBGene00016598	
cea2.i.24396	C44B12.4	WBGene00005904	srx-13
cea2.i.25158	F08G5.5	WBGene00008583	ugt-65
cea2.i.25250	F13E9.10	WBGene00008759	
cea2.i.25965	F38E11.3	WBGene00000775	cpin-1
cea2.i.26687	F58E2.4	WBGene00019048	
cea2.i.26792	F58H7.3	WBGene00019069	lgc-30
cea2.i.27470	K11H12.7	WBGene00019663	
cea2.i.28264	T11B7.2	WBGene00011707	
cea2.i.28367	T12G3.5	WBGene00011740	mrpl-51
cea2.i.29024	Y105C5B.14	WBGene00013653	
cea2.i.29159	Y105C5B.8	WBGene00013649	
cea2.i.29948	Y41D4B.1	WBGene00021511	
cea2.i.30118	Y42H9B.2	WBGene00004371	rig-4
cea2.i.30926	Y65A5A.2	WBGene00013419	
cea2.i.31041	Y69A2AR.22	WBGene00022093	
cea2.i.31712	ZK616.2	WBGene00022772	
cea2.i.31805	ZK896.9	WBGene00014139	nstp-5
cea2.i.32431	C03G6.12	WBGene00015397	nhr-149
cea2.i.32502	C03G6.9	WBGene00005450	srh-244
cea2.i.33122	C13A2.9	WBGene00015725	
cea2.i.33219	C13D9.7	WBGene00003573	ncx-8
cea2.i.33883	C25F9.6	WBGene00007726	
cea2.i.33962	C29G2.3	WBGene00016231	
cea2.i.34491	C45H4.11	WBGene00016693	srbc-20
cea2.i.34574	C47A10.5	WBGene00008127	ddo-1
cea2.i.35293	C54F6.10	WBGene00006097	str-31
cea2.i.35382	C55A1.3	WBGene00006275	str-248
cea2.i.35981	F08F3.2	WBGene00017261	acl-6
cea2.i.36065	F09F3.11	WBGene00006026	srx-135
cea2.i.36576	F14H3.1	WBGene00005598	srj-10
cea2.i.36666	F15B9.2	WBGene00001388	far-4
cea2.i.37418	F22F7.5	WBGene00000514	ckb-4
cea2.i.37525	F25E5.12	WBGene00006094	str-28
cea2.i.38201	F32G8.3	WBGene00009339	
cea2.i.38296	F35E8.7	WBGene00009421	
cea2.i.38992	F41E6.8	WBGene00018289	
cea2.i.39060	F43H9.3	WBGene00018399	
cea2.i.39590	F52E1.3	WBGene00018693	
cea2.i.39714	F53F1.1	WBGene00009979	cutl-1
cea2.i.40348	F59A1.12	WBGene00010298	
cea2.i.40419	F59B1.4	WBGene00019098	
cea2.i.41019	K04A8.2	WBGene00019374	
cea2.i.41108	K04F1.3	WBGene00005845	srw-98
cea2.i.41696	K11D12.6	WBGene00019646	
cea2.i.41854	K12D9.10	WBGene00005883	srw-136
cea2.i.42551	R08H2.11	WBGene00005327	srh-108
cea2.i.42660	R09B5.2	WBGene00000555	cnc-1
cea2.i.43409	T03D3.14	WBGene00005635	srj-57
cea2.i.43503	T03F7.5	WBGene00011402	
cea2.i.44201	T09E8.4	WBGene00011649	
cea2.i.44302	T10C6.2	WBGene00011686	
cea2.i.44986	T22F3.10	WBGene00020699	
cea2.i.45070	T23B12.8	WBGene00020722	
cea2.i.45697	W02H5.2	WBGene00020957	
cea2.i.45782	W05B10.5	WBGene00006007	srx-116
cea2.i.46402	Y26G10.2	WBGene00005255	srh-32
cea2.i.46481	Y32B12C.3	WBGene00012526	
cea2.i.47220	Y46H3A.4	WBGene00021600	
cea2.i.47310	Y46H3D.7	WBGene00021611	nhr-238
cea2.i.47898	Y69H2.12	WBGene00013487	egas-2
cea2.i.47986	Y70C5C.4	WBGene00005354	srh-137
cea2.i.48695	ZC487.2	WBGene00022624	
cea2.i.48825	ZK1037.5	WBGene00014193	nhr-247
cea2.i.49530	B0310.3	WBGene00015139	
cea2.i.49649	B0563.5	WBGene00015262	
cea2.i.50422	C14A11.5	WBGene00015750	
cea2.i.51331	C34H3.2	WBGene00003846	odd-2
cea2.i.51472	C37E2.3	WBGene00007995	
cea2.i.52165	E02H4.2	WBGene00008460	
cea2.i.52289	F02C12.2	WBGene00008516	
cea2.i.52908	F19C6.3	WBGene00008952	
cea2.i.53731	F40E10.2	WBGene00004950	sox-3
cea2.i.53817	F41G4.8	WBGene00018311	
cea2.i.54615	F54B11.2	WBGene00000621	col-44
cea2.i.54714	F54F7.7	WBGene00010067	dot-1.2
cea2.i.55504	K04E7.3	WBGene00003551	nas-33
cea2.i.55624	K08B5.2	WBGene00019519	
cea2.i.56411	R07E3.3	WBGene00011104	cut-5
cea2.i.56519	R09F10.9	WBGene00000427	ced-13
cea2.i.57258	T14G8.2	WBGene00011770	
cea2.i.57353	T21D9.1	WBGene00000737	col-164
cea2.i.58001	Y41G9A.3	WBGene00021527	aakg-3
cea2.i.58090	Y62H9A.13	WBGene00013401	
cea2.i.58790	C24A11.6	WBGene00016043	
cea2.i.58901	H04M03.9	WBGene00005733	srv-22
cea2.i.59029	Y41D4A.2	WBGene00000682	col-108
cea2.i.59046	Y55F3AM.7	WBGene00043705	egrh-2
cea2.i.59268	F14D7.7	WBGene00008794	
cea2.i.59323	F22E5.3	WBGene00001546	gcy-21
cea2.i.59597	T25C12.2	WBGene00004994	spp-9
cea2.i.59630	Y102A5C.17	WBGene00013622	clec-238
cea2.i.59919	F12A10.6	WBGene00017395	
cea2.i.59932	F39E9.7	WBGene00018199	
cea2.i.62690	F49H6.1	WBGene00009905	clec-240
cea2.i.64189	T06E6.9	WBGene00005471	srh-265
cea2.p.01979	C12C8.1	WBGene00002026	hsp-70
cea2.p.02178	C17E4.9	WBGene00007646	nkb-1
cea2.p.07085	F14B6.2	WBGene00008783	
cea2.p.07315	F17B5.4	WBGene00008908	
cea2.p.09368	F32H2.2	WBGene00007026	mdt-31
cea2.p.09728	F33H2.5	WBGene00009368	pole-1
cea2.p.101644	Y42H9AR.4	WBGene00021539	
cea2.p.103096	Y62E10A.16	WBGene00013382	gcl-1
cea2.p.103351	Y67A10A.7	WBGene00013456	
cea2.p.105047	Y105C5B.18	WBGene00013657	
cea2.p.105192	Y116A8C.17	WBGene00013794	dct-13
cea2.p.106800	B0024.11	WBGene00007101	
cea2.p.107109	B0250.7	WBGene00007124	
cea2.p.108852	C14C11.4	WBGene00015768	
cea2.p.109143	C17E7.12	WBGene00015905	
cea2.p.111143	C50B6.7	WBGene00008220	
cea2.p.11132	F52A8.3	WBGene00009916	
cea2.p.112905	F13A7.1	WBGene00008724	
cea2.p.113068	F14H8.6	WBGene00000562	cng-1
cea2.p.114769	F25E5.4	WBGene00017785	
cea2.p.115026	F26D2.2	WBGene00006375	syp-1
cea2.p.116734	F43H9.4	WBGene00018400	
cea2.p.117046	F44G3.7	WBGene00009708	
cea2.p.119158	F57B1.2	WBGene00006311	sun-1
cea2.p.121007	K09H11.3	WBGene00019600	rga-3
cea2.p.121325	K11D12.5	WBGene00019645	swt-7
cea2.p.123046	T01G5.1	WBGene00011339	
cea2.p.123255	T03D8.5	WBGene00001547	gcy-22
cea2.p.124860	T18H9.1	WBGene00001695	grd-6
cea2.p.125201	T19B10.9	WBGene00011836	mam-4
cea2.p.127408	Y6G8.2	WBGene00012404	
cea2.p.128713	Y44A6E.1	WBGene00012857	pbo-5
cea2.p.128917	Y46H3D.5	WBGene00003700	nhr-110
cea2.p.13036	F59C6.6	WBGene00003742	nlp-4
cea2.p.130591	Y116F11A.6	WBGene00013819	
cea2.p.132349	C02H7.1	WBGene00001127	dyf-11
cea2.p.132610	C04B4.2	WBGene00007290	
cea2.p.134402	C18A11.3	WBGene00015949	
cea2.p.137085	C42D8.1	WBGene00016599	
cea2.p.137310	C44C10.4	WBGene00008085	
cea2.p.139373	F08G12.2	WBGene00008586	
cea2.p.139516	F09E10.7	WBGene00017297	
cea2.p.142235	F23D12.2	WBGene00009086	
cea2.p.14255	K07A12.1	WBGene00010620	
cea2.p.144988	F46F6.4	WBGene00001122	dyf-6
cea2.p.145396	F47A4.5	WBGene00009801	ipla-2
cea2.p.147609	F56F10.3	WBGene00018986	cdo-1
cea2.p.148140	F59D12.1	WBGene00010329	
cea2.p.150045	K10B3.6	WBGene00019612	gpcp-1
cea2.p.150537	M03B6.2	WBGene00010834	mct-3
cea2.p.15249	R05D7.4	WBGene00011029	abhd-11.2
cea2.p.15292	R05D11.4	WBGene00011032	
cea2.p.155167	T25B2.2	WBGene00020786	
cea2.p.155406	T26C11.7	WBGene00000460	ceh-39
cea2.p.157499	ZK455.4	WBGene00000212	asm-2
cea2.p.157812	ZK813.1	WBGene00022820	
cea2.p.158213	F23A7.4	WBGene00009069	
cea2.p.158278	K08D8.5	WBGene00010659	
cea2.p.16286	T04D3.1	WBGene00011431	
cea2.p.16558	T06A4.1	WBGene00020281	
cea2.p.18638	T28F4.4	WBGene00012139	
cea2.p.18809	W02D9.5	WBGene00012211	ssp-37
cea2.p.20658	Y39G10AR.2	WBGene00021460	zwl-1
cea2.p.20909	Y44E3A.1	WBGene00021547	
cea2.p.22536	Y54E5A.7	WBGene00013202	
cea2.p.22926	Y54E10BL.2	WBGene00000625	col-48
cea2.p.27056	ZK524.4	WBGene00013994	
cea2.p.27471	ZK973.2	WBGene00022831	cec-10
cea2.p.29614	C08B11.3	WBGene00007433	swsn-7
cea2.p.30001	C09G5.4	WBGene00000616	col-39
cea2.p.31971	C32D5.1	WBGene00016310	
cea2.p.32206	C33C12.8	WBGene00016340	gba-2
cea2.p.34157	D2062.1	WBGene00017055	
cea2.p.39115	F37H8.3	WBGene00009512	
cea2.p.39224	F41C3.11	WBGene00018275	
cea2.p.41337	F58G1.4	WBGene00010266	dct-18
cea2.p.43221	M01D1.2	WBGene00019699	math-34
cea2.p.43532	M28.7	WBGene00010898	nphp-1
cea2.p.45647	T04B8.3	WBGene00020205	arrd-1
cea2.p.46160	T05H10.7	WBGene00011511	gpcp-2
cea2.p.47800	T24F1.3	WBGene00011995	rsf-1
cea2.p.48040	T26C5.1	WBGene00001761	gst-13
cea2.p.49746	Y39G8B.2	WBGene00012723	
cea2.p.50037	Y46G5A.2	WBGene00012895	cox-10
cea2.p.51820	Y54E2A.7	WBGene00013192	
cea2.p.52016	Y54G11B.1	WBGene00013222	dmsr-6
cea2.p.53987	ZK1127.1	WBGene00003784	nos-2
cea2.p.54189	ZK1248.11	WBGene00022881	
cea2.p.55709	C02D5.2	WBGene00015336	
cea2.p.55956	C05B5.2	WBGene00007320	
cea2.p.58082	C24H11.7	WBGene00007703	gbf-1
cea2.p.58469	C27F2.4	WBGene00016166	
cea2.p.59934	C48B4.7	WBGene00008170	
cea2.p.60369	C56G2.15	WBGene00016983	
cea2.p.62285	F23H11.2	WBGene00017758	
cea2.p.62761	F26A1.9	WBGene00017807	
cea2.p.64847	F45G2.9	WBGene00009735	
cea2.p.65195	F52C9.5	WBGene00018675	
cea2.p.67300	H14E04.3	WBGene00019200	
cea2.p.67608	K02D10.2	WBGene00019302	
cea2.p.69922	R02F2.8	WBGene00019837	
cea2.p.70231	R07E5.4	WBGene00011112	
cea2.p.72623	T05G5.5	WBGene00011500	
cea2.p.75059	T28A8.4	WBGene00012110	
cea2.p.75317	W03A5.1	WBGene00020966	
cea2.p.76832	Y39E4B.10	WBGene00012719	
cea2.p.77005	Y42G9A.1	WBGene00021531	
cea2.p.78618	Y53G8B.1	WBGene00021817	
cea2.p.78912	Y54F10BM.9	WBGene00021863	
cea2.p.80780	Y82E9BR.18	WBGene00022350	
cea2.p.82821	ZK643.3	WBGene00014035	seb-2
cea2.p.83068	ZK757.4	WBGene00014075	dhhc-4
cea2.p.85462	C06G3.6	WBGene00015552	
cea2.p.85694	C08F11.10	WBGene00007457	
cea2.p.87417	C34D4.9	WBGene00003527	nas-8
cea2.p.87655	C39E9.11	WBGene00008034	
cea2.p.89690	F01G10.10	WBGene00008512	
cea2.p.90057	F11A10.3	WBGene00008684	mig-32
cea2.p.92079	F37C4.6	WBGene00018146	
cea2.p.92251	F38H4.3	WBGene00009547	
cea2.p.94353	F58B3.4	WBGene00010231	
cea2.p.94539	F58G6.7	WBGene00010277	
cea2.p.96169	M04G7.3	WBGene00019774	
cea2.p.96345	M116.5	WBGene00019792	
cea2.p.98290	T11G6.8	WBGene00011722	
cea2.p.98521	T12G3.4	WBGene00011739	
cea2.3.00566	B0284.1	WBGene00007131	
cea2.3.03716	C24D10.1	WBGene00016053	
cea2.3.05970	C44C10.2	WBGene00008083	cyp-29A1
cea2.3.08843	F10D2.11	WBGene00017336	ugt-41
cea2.3.14982	F47H4.2	WBGene00009835	
cea2.3.20502	M03C11.3	WBGene00010840	
cea2.3.20768	M151.5	WBGene00019797	fbxb-31
cea2.3.23094	T07G12.4	WBGene00011595	
cea2.3.23385	T09E11.7	WBGene00011656	oac-45
cea2.3.28659	Y48A6C.1	WBGene00012974	
cea2.3.30136	Y6D1A.1	WBGene00012395	
cea2.3.30460	Y73C8C.8	WBGene00022265	
cea2.c.01146	C34B2.8	WBGene00016393	
cea2.c.02794	F25H2.6	WBGene00009120	
cea2.c.03095	F26E4.8	WBGene00006528	tba-1
cea2.c.04485	F59C6.7	WBGene00000492	che-13
cea2.c.04813	K05C4.2	WBGene00010579	
cea2.c.06310	T23D8.8	WBGene00000476	cfi-1
cea2.c.06425	W01A8.5	WBGene00012167	tofu-5
cea2.c.08033	Y71F9B.7	WBGene00004043	plk-2
cea2.c.08230	Y92H12BR.2	WBGene00022368	
cea2.c.10281	C29H12.2	WBGene00016235	
cea2.c.10491	C47D12.7	WBGene00002184	kel-1
cea2.c.12144	F36H5.4	WBGene00018103	
cea2.c.13892	T01E8.2	WBGene00004334	ref-1
cea2.c.14097	T05H10.3	WBGene00011508	
cea2.c.15540	Y54G9A.6	WBGene00013209	bub-3
cea2.c.15656	ZC204.2	WBGene00022554	duxl-1
cea2.c.17874	C34E10.1	WBGene00001662	gop-3
cea2.c.19470	F45G2.8	WBGene00009734	
cea2.c.19830	F54C8.5	WBGene00010038	rheb-1
cea2.c.22315	R13F6.9	WBGene00004857	sma-3
cea2.c.22552	T03F6.1	WBGene00011398	qdpr-1
cea2.c.24150	Y48A6A.1	WBGene00006982	zig-5
cea2.c.24245	Y49E10.20	WBGene00013039	scav-3
cea2.c.25653	ZK1236.8	WBGene00023223	
cea2.c.25872	B0513.4	WBGene00007196	
cea2.c.27294	E04A4.5	WBGene00017119	
cea2.c.27515	F09E8.3	WBGene00003421	msh-5
cea2.c.29260	F57H12.7	WBGene00003178	mec-17
cea2.c.31288	T20D3.3	WBGene00011857	
cea2.c.31440	VZK822L.2	WBGene00012163	
cea2.c.32634	Y73F8A.34	WBGene00013538	tag-349
cea2.c.34176	C26F1.3	WBGene00016148	
cea2.c.34269	C33G8.9	WBGene00016366	nhr-140
cea2.c.35462	F23H12.2	WBGene00009092	tomm-20
cea2.c.35754	F26G5.9	WBGene00006523	tam-1
cea2.c.36886	F59E11.7	WBGene00019113	
cea2.c.37183	K07C11.5	WBGene00019478	cri-2
cea2.c.38832	T27E4.4	WBGene00020862	fip-2
cea2.c.39029	W02F12.5	WBGene00020950	dlst-1
cea2.c.40540	ZK742.5	WBGene00002256	lbp-4
cea2.c.40698	B0563.4	WBGene00006479	tmbi-4
cea2.c.42782	E02H4.1	WBGene00000952	del-1
cea2.c.43137	F09C8.1	WBGene00008621	
cea2.c.45555	F49H12.5	WBGene00018656	
cea2.c.45998	F57C12.4	WBGene00003408	mrp-2
cea2.c.47639	T08G2.3	WBGene00020366	acdh-10
cea2.c.48104	T22B2.4	WBGene00006321	sup-12
cea2.c.49428	ZK484.8	WBGene00022754	nspd-1
cea2.c.50255	Y48G8AL.12	WBGene00021690	
cea2.d.01008	C30F12.1	WBGene00016260	
cea2.d.01604	C48E7.6	WBGene00016751	
cea2.d.04423	K03B8.5	WBGene00003538	nas-19
cea2.d.05081	R144.6	WBGene00020096	
cea2.d.07021	Y54G11A.4	WBGene00013215	
cea2.d.07549	ZK512.7	WBGene00013986	
cea2.d.08586	B0240.4	WBGene00007118	npp-22
cea2.d.10230	C03A7.14	WBGene00000031	abu-8
cea2.d.13057	C17B7.11	WBGene00015885	fbxa-65
cea2.d.14557	C27C7.2	WBGene00007767	
cea2.d.14668	C28G1.6	WBGene00016191	
cea2.d.15585	C35D6.4	WBGene00007961	
cea2.d.15793	C37A5.2	WBGene00007989	fipr-22
cea2.d.16969	C45G7.3	WBGene00016670	ilys-3
cea2.d.18424	E04F6.13	WBGene00005135	srd-58
cea2.d.19987	F11G11.12	WBGene00000649	col-73
cea2.d.20274	F13B12.6	WBGene00008733	
cea2.d.21456	F20E11.3	WBGene00005376	srh-160
cea2.d.21508	F20E11.9	WBGene00005372	srh-156
cea2.d.22581	F29D10.2	WBGene00009251	
cea2.d.23995	F36F12.5	WBGene00018096	clec-207
cea2.d.24084	F36H12.8	WBGene00018122	ttbk-2
cea2.d.27931	F54D10.2	WBGene00018803	fbxa-24
cea2.d.30176	F58D12.1	WBGene00010249	
cea2.d.33952	M02F4.9	WBGene00019739	
cea2.d.35653	R13D11.9	WBGene00005923	srx-32
cea2.d.36002	R144.9	WBGene00007015	mdt-11
cea2.d.38993	T17A3.4	WBGene00020542	fbxb-82
cea2.d.40310	T26E4.14	WBGene00012054	srsx-38
cea2.d.40909	W03D8.7	WBGene00020988	
cea2.d.41024	W04G5.3	WBGene00012264	
cea2.d.42058	Y108F1.4	WBGene00022432	math-43
cea2.d.42319	Y116A8A.2	WBGene00013773	
cea2.d.43447	Y38E10A.12	WBGene00012590	nspe-3
cea2.d.45866	Y59E1A.2	WBGene00021988	rgs-8.2
cea2.d.46748	Y73B3A.11	WBGene00022213	
cea2.d.47603	ZC239.7	WBGene00001541	gcy-15
cea2.d.49213	ZK488.10	WBGene00004176	pqn-97
cea2.i.00251	C04F12.8	WBGene00007302	
cea2.i.00364	C10G11.3	WBGene00005274	srh-51
cea2.i.01176	C54C8.9	WBGene00008295	nlp-39
cea2.i.01295	D1007.13	WBGene00017009	
cea2.i.02090	F30F8.5	WBGene00009274	
cea2.i.02949	F53G12.4	WBGene00018772	
cea2.i.03018	F55F8.7	WBGene00018895	
cea2.i.03932	M01E5.1	WBGene00010804	
cea2.i.04028	M04C9.5	WBGene00001121	dyf-5
cea2.i.04767	T22C1.4	WBGene00011915	
cea2.i.04862	T26E3.6	WBGene00012039	
cea2.i.05657	Y23H5B.3	WBGene00021274	
cea2.i.05744	Y37D8A.17	WBGene00012555	
cea2.i.06637	Y53F4B.5	WBGene00013152	
cea2.i.06711	Y65B4A.7	WBGene00022030	
cea2.i.07769	AH6.10	WBGene00005032	sra-6
cea2.i.07841	B0034.2	WBGene00015003	
cea2.i.08776	C08E3.5	WBGene00015597	fbxa-162
cea2.i.08884	C08G5.6	WBGene00015618	
cea2.i.09542	C27H5.6	WBGene00016175	
cea2.i.09672	C30B5.7	WBGene00016248	
cea2.i.10427	D2013.10	WBGene00006520	tag-175
cea2.i.10510	E04F6.7	WBGene00000971	dhs-7
cea2.i.11286	F16G10.10	WBGene00017525	
cea2.i.11390	F18A12.4	WBGene00017553	nep-8
cea2.i.12050	F36H5.11	WBGene00018109	fbxb-12
cea2.i.12157	F39E9.3	WBGene00005575	sri-63
cea2.i.12745	F47F6.3	WBGene00018573	oac-30
cea2.i.12827	F49E12.7	WBGene00009900	
cea2.i.13555	H12I13.2	WBGene00019191	
cea2.i.13643	K02A2.2	WBGene00005133	srd-55
cea2.i.14451	R05H5.1	WBGene00005080	srd-2
cea2.i.14587	R07C3.14	WBGene00019930	fbxc-35
cea2.i.15206	T10B9.1	WBGene00011671	cyp-13A4
cea2.i.15308	T10D4.9	WBGene00005554	sri-42
cea2.i.16057	W01C9.4	WBGene00012177	decr-1.2
cea2.i.16163	W06A11.1	WBGene00021052	
cea2.i.16923	Y47G7B.1	WBGene00005345	srh-128
cea2.i.17701	ZC204.8	WBGene00022558	fbxb-21
cea2.i.17751	ZK1240.5	WBGene00022870	
cea2.i.18543	C03C10.2	WBGene00007269	
cea2.i.18647	C09E7.3	WBGene00003859	oig-1
cea2.i.19343	F22B7.4	WBGene00017695	fip-1
cea2.i.19434	F37C12.17	WBGene00005072	srb-7
cea2.i.20531	R13F6.2	WBGene00020065	clec-159
cea2.i.20695	T04C9.2	WBGene00020210	
cea2.i.21709	Y39A3A.4	WBGene00021435	
cea2.i.22565	Y82E9BL.15	WBGene00022331	fbxa-19
cea2.i.22630	Y82E9BR.17	WBGene00022349	
cea2.i.23293	C06A12.4	WBGene00001550	gcy-27
cea2.i.23365	C07C7.1	WBGene00007411	
cea2.i.24076	C33H5.2	WBGene00016371	
cea2.i.24169	C39E9.6	WBGene00008030	scl-8
cea2.i.24989	E03H12.2	WBGene00017109	clec-177
cea2.i.25076	F02H6.1	WBGene00008534	
cea2.i.25773	F33D4.4	WBGene00017996	
cea2.i.25839	F36A4.4	WBGene00018083	
cea2.i.26529	F55G11.6	WBGene00010126	
cea2.i.26617	F56D6.5	WBGene00018973	srz-20
cea2.i.27324	K08B4.4	WBGene00019516	ugt-20
cea2.i.27391	K08E4.4	WBGene00010668	
cea2.i.28069	T04B2.4	WBGene00005723	srv-12
cea2.i.28195	T07G12.12	WBGene00001867	him-8
cea2.i.28848	W03F8.9	WBGene00020997	gpa-18
cea2.i.28920	Y104H12A.1	WBGene00022423	nhr-41
cea2.i.29820	Y38F2AR.12	WBGene00021430	
cea2.i.29879	Y39C12A.7	WBGene00012709	sre-15
cea2.i.30718	Y55F3C.2	WBGene00021947	srt-23
cea2.i.30839	Y59E9AR.4	WBGene00021999	thn-5
cea2.i.31538	ZC416.4	WBGene00002188	kgb-2
cea2.i.31631	ZK354.7	WBGene00022708	
cea2.i.32282	C02E7.1	WBGene00015338	catp-2
cea2.i.32374	C03A7.13	WBGene00015371	
cea2.i.32952	C10G8.2	WBGene00015681	
cea2.i.33077	C12D8.4	WBGene00007535	ttr-19
cea2.i.33706	C24B5.3	WBGene00004216	ptr-1
cea2.i.33797	C25D7.4	WBGene00007716	fbxa-82
cea2.i.34367	C41G6.1	WBGene00008055	cyp-34A3
cea2.i.34432	C43D7.5	WBGene00008068	sdz-6
cea2.i.35075	C52A10.3	WBGene00016864	
cea2.i.35187	C54D10.6	WBGene00005249	srh-25
cea2.i.35866	F07C3.8	WBGene00006152	str-94
cea2.i.35928	F07C4.9	WBGene00017202	clec-46
cea2.i.36451	F13A7.6	WBGene00005576	sri-64
cea2.i.36503	F14F8.4	WBGene00008815	srz-103
cea2.i.37210	F21C10.5	WBGene00017655	
cea2.i.37323	F21F8.9	WBGene00006184	str-136
cea2.i.38046	F31F4.13	WBGene00005687	sru-24
cea2.i.38120	F31F7.3	WBGene00017966	
cea2.i.38790	F40D4.8	WBGene00005798	srw-51
cea2.i.38910	F40G12.8	WBGene00009603	srt-33
cea2.i.39458	F48F5.4	WBGene00005147	srd-70
cea2.i.39533	F49A5.5	WBGene00009857	clec-28
cea2.i.40197	F57G8.7	WBGene00010216	
cea2.i.40273	F58E6.8	WBGene00010257	
cea2.i.40854	K02E2.1	WBGene00010506	
cea2.i.40964	K03B4.6	WBGene00019356	
cea2.i.41527	K09D9.11	WBGene00019568	
cea2.i.41602	K10C8.2	WBGene00010735	frpr-15
cea2.i.42347	R05D8.7	WBGene00019885	
cea2.i.42428	R07B7.8	WBGene00011092	
cea2.i.43183	T01C4.5	WBGene00005926	srx-35
cea2.i.43326	T01G6.6	WBGene00020153	nhr-212
cea2.i.43985	T07H8.5	WBGene00005188	srg-31
cea2.i.44087	T08G3.6	WBGene00011618	
cea2.i.44781	T19H12.11	WBGene00020594	ugt-10
cea2.i.44876	T20B3.8	WBGene00011851	clec-23
cea2.i.45504	T28A11.16	WBGene00020878	
cea2.i.45603	VC5.5	WBGene00003725	nhr-135
cea2.i.46242	Y116F11B.11	WBGene00013827	
cea2.i.46335	Y17D7C.1	WBGene00012455	
cea2.i.47091	Y43F8B.10	WBGene00012820	
cea2.i.47168	Y44A6B.2	WBGene00012847	srxa-15
cea2.i.47771	Y59A8B.4	WBGene00005351	srh-134
cea2.i.47851	Y60A3A.5	WBGene00005387	srh-171
cea2.i.48546	ZC250.3	WBGene00022577	nstp-3
cea2.i.48607	ZC404.13	WBGene00022606	dmsr-9
cea2.i.49337	ZK742.3	WBGene00022813	
cea2.i.49438	AH9.1	WBGene00014998	
cea2.i.50230	C09G1.2	WBGene00007484	
cea2.i.50330	C10E2.5	WBGene00015675	
cea2.i.51156	C30E1.6	WBGene00016255	
cea2.i.51243	C33D12.7	WBGene00000451	ceh-30
cea2.i.51980	C54D2.2	WBGene00016916	
cea2.i.52080	D1005.5	WBGene00016999	
cea2.i.52735	F16B12.8	WBGene00008884	nhr-281
cea2.i.52837	F17A2.5	WBGene00000461	ceh-40
cea2.i.53518	F35B3.3	WBGene00018030	
cea2.i.53620	F38B6.7	WBGene00018176	
cea2.i.54339	F52E10.3	WBGene00009934	
cea2.i.54486	F53A9.7	WBGene00018730	
cea2.i.55338	H40L08.3	WBGene00010434	
cea2.i.55411	K03A1.4	WBGene00019352	
cea2.i.56212	R03A10.2	WBGene00010982	flp-32
cea2.i.56329	R04D3.7	WBGene00005120	srd-42
cea2.i.56984	T08D10.3	WBGene00011616	
cea2.i.57120	T13G4.5	WBGene00020492	
cea2.i.57842	W03G11.2	WBGene00012224	
cea2.i.57924	Y102F5A.1	WBGene00013631	
cea2.i.58710	ZK816.3	WBGene00022826	
cea2.i.58867	F40C5.3	WBGene00001736	grl-27
cea2.i.59007	W08E12.9	WBGene00021090	
cea2.i.59019	Y119D3A.2	WBGene00022477	fbxa-28
cea2.i.59218	C47A10.3	WBGene00005489	srh-284
cea2.i.59512	M04G7.2	WBGene00019773	
